AGE;TEMP1;TEMP2;TEMP3;TEMP5;MEAN
7827;;1.13;3.58;-0.82;1.22
7828;;1.13;3.55;-0.84;1.20
7829;;1.13;3.51;-0.85;1.19
7830;;1.13;3.48;-0.86;1.17
7831;;1.13;3.44;-0.87;1.16
7832;;1.13;3.41;-0.89;1.14
7833;;1.13;3.37;-0.90;1.12
7834;;1.13;3.34;-0.91;1.11
7835;;1.13;3.30;-0.92;1.09
7836;;1.13;3.27;-0.93;1.08
7837;;1.13;3.24;-0.95;1.06
7838;;1.13;3.20;-0.96;1.05
7839;;1.13;3.17;-0.97;1.03
7840;;1.13;3.13;-0.98;1.02
7841;;1.13;3.10;-1.00;1.00
7842;;1.13;3.06;-1.01;0.98
7843;;1.13;3.03;-1.02;0.97
7844;;1.13;2.99;-1.03;0.95
7845;;1.13;2.96;-1.04;0.94
7846;;1.13;2.93;-1.06;0.92
7847;;1.13;2.89;-1.07;0.91
7848;;1.13;2.86;-1.08;0.89
7849;;1.13;2.82;-1.09;0.88
7850;;1.13;2.79;-1.10;0.86
7851;;1.13;2.74;-1.12;0.84
7852;;1.13;2.70;-1.13;0.82
7853;;1.13;2.65;-1.14;0.80
7854;;1.13;2.61;-1.15;0.79
7855;;1.13;2.56;-1.17;0.76
7856;;1.13;2.52;-1.18;0.75
7857;;1.13;2.47;-1.19;0.73
7858;;1.13;2.43;-1.20;0.71
7859;;1.13;2.38;-1.21;0.69
7860;;1.13;2.34;-1.23;0.67
7861;;1.13;2.29;-1.24;0.65
7862;;1.13;2.25;-1.25;0.63
7863;;1.13;2.20;-1.26;0.61
7864;;1.13;2.16;-1.27;0.60
7865;;1.13;2.11;-1.29;0.57
7866;;1.13;2.07;-1.30;0.56
7867;;1.13;2.02;-1.31;0.54
7868;;1.13;1.98;-1.32;0.52
7869;;1.13;1.93;-1.34;0.50
7870;;1.13;1.89;-1.35;0.48
7871;;1.13;1.84;-1.36;0.46
7872;;1.13;1.80;-1.37;0.44
7873;;1.13;1.75;-1.38;0.42
7874;;1.13;1.71;-1.40;0.40
7875;;1.13;1.66;-1.41;0.38
7876;;1.13;1.66;-1.42;0.38
7877;;1.13;1.65;-1.43;0.37
7878;;1.13;1.65;-1.45;0.37
7879;;1.13;1.65;-1.46;0.36
7880;;1.13;1.64;-1.47;0.36
7881;;1.13;1.64;-1.48;0.35
7882;;1.13;1.64;-1.49;0.35
7883;;1.13;1.63;-1.51;0.34
7884;;1.13;1.63;-1.52;0.34
7885;;1.13;1.62;-1.53;0.33
7886;;1.13;1.62;-1.54;0.33
7887;;1.13;1.62;-1.55;0.32
7888;;1.13;1.61;-1.57;0.31
7889;;1.13;1.61;-1.58;0.31
7890;;1.13;1.61;-1.59;0.31
7891;;1.13;1.60;-1.60;0.30
7892;;1.13;1.60;-1.62;0.29
7893;;1.13;1.60;-1.63;0.29
7894;;1.13;1.59;-1.64;0.28
7895;;1.13;1.59;-1.65;0.28
7896;;1.13;1.58;-1.66;0.27
7897;;1.13;1.58;-1.68;0.27
7898;;1.13;1.58;-1.69;0.26
7899;;1.13;1.57;-1.70;0.26
7900;;1.13;1.57;-1.71;0.25
7901;;1.13;1.62;-1.73;0.26
7902;;1.13;1.68;-1.74;0.28
7903;;1.13;1.73;-1.75;0.29
7904;;1.13;1.79;-1.76;0.31
7905;;1.13;1.84;-1.78;0.32
7906;;1.13;1.90;-1.79;0.34
7907;;1.13;1.95;-1.80;0.35
7908;;1.13;2.01;-1.81;0.37
7909;;1.13;2.06;-1.83;0.38
7910;;1.13;2.12;-1.84;0.39
7911;;1.13;2.17;-1.85;0.41
7912;;1.13;2.23;-1.86;0.42
7913;;1.13;2.28;-1.87;0.44
7914;;1.13;2.33;-1.89;0.45
7915;;1.13;2.39;-1.90;0.46
7916;;1.13;2.44;-1.91;0.48
7917;;1.13;2.50;-1.92;0.49
7918;;1.13;2.55;-1.94;0.50
7919;;1.13;2.61;-1.95;0.52
7920;;1.13;2.66;-1.96;0.53
7921;;1.13;2.72;-1.97;0.55
7922;;1.13;2.77;-1.99;0.56
7923;;1.13;2.83;-2.00;0.58
7924;;1.13;2.88;-2.01;0.59
7925;;1.13;2.94;-2.02;0.61
7926;;1.13;2.94;-2.04;0.60
7927;;1.13;2.95;-2.05;0.60
7928;;1.13;2.96;-2.06;0.60
7929;;1.13;2.97;-2.07;0.60
7930;;1.13;2.98;-2.09;0.60
7931;;1.13;2.99;-2.10;0.60
7932;;1.13;3.00;-2.11;0.60
7933;;1.13;3.01;-2.12;0.60
7934;;1.13;3.02;-2.14;0.59
7935;;1.13;3.03;-2.15;0.59
7936;;1.13;3.04;-2.16;0.59
7937;;1.13;3.05;-2.17;0.59
7938;;1.13;3.06;-2.19;0.59
7939;;1.13;3.07;-2.20;0.59
7940;;1.13;3.08;-2.21;0.59
7941;;1.13;3.09;-2.22;0.59
7942;;1.13;3.10;-2.24;0.59
7943;;1.13;3.11;-2.25;0.59
7944;;1.13;3.12;-2.26;0.59
7945;;1.13;3.13;-2.27;0.59
7946;;1.13;3.14;-2.29;0.58
7947;;1.13;3.15;-2.30;0.58
7948;;1.13;3.16;-2.31;0.58
7949;;1.13;3.17;-2.32;0.58
7950;;1.13;3.18;-2.34;0.58
7951;;1.13;3.16;-2.35;0.57
7952;;1.13;3.15;-2.36;0.56
7953;;1.13;3.13;-2.37;0.55
7954;;1.13;3.11;-2.39;0.54
7955;;1.13;3.10;-2.40;0.53
7956;;1.13;3.08;-2.41;0.52
7957;;1.13;3.06;-2.42;0.51
7958;;1.13;3.05;-2.44;0.50
7959;;1.13;3.03;-2.45;0.49
7960;;1.13;3.01;-2.46;0.48
7961;;1.13;3.00;-2.47;0.48
7962;;1.13;2.98;-2.49;0.46
7963;;1.13;2.96;-2.50;0.45
7964;;1.13;2.95;-2.51;0.45
7965;;1.13;2.93;-2.52;0.44
7966;;1.13;2.91;-2.54;0.42
7967;;1.13;2.90;-2.55;0.42
7968;;1.13;2.88;-2.56;0.41
7969;;1.13;2.86;-2.57;0.40
7970;;1.13;2.85;-2.59;0.39
7971;;1.13;2.83;-2.60;0.38
7972;;1.13;2.81;-2.61;0.37
7973;;1.13;2.80;-2.62;0.36
7974;;1.13;2.78;-2.64;0.35
7975;;1.13;2.76;-2.65;0.34
7976;;1.13;2.72;-2.66;0.32
7977;;1.13;2.68;-2.67;0.30
7978;;1.13;2.64;-2.69;0.28
7979;;1.13;2.60;-2.70;0.27
7980;;1.13;2.56;-2.71;0.25
7981;;1.13;2.51;-2.72;0.23
7982;;1.13;2.47;-2.74;0.21
7983;;1.13;2.43;-2.75;0.19
7984;;1.13;2.39;-2.76;0.18
7985;;1.13;2.35;-2.77;0.16
7986;;1.13;2.31;-2.79;0.14
7987;;1.13;2.26;-2.80;0.12
7988;;1.13;2.22;-2.81;0.10
7989;;1.13;2.18;-2.82;0.09
7990;;1.13;2.14;-2.84;0.07
7991;;1.13;2.10;-2.85;0.05
7992;;1.13;2.06;-2.86;0.03
7993;;1.14;2.01;-2.87;0.02
7994;;1.14;1.97;-2.89;0.00
7995;;1.14;1.93;-2.90;-0.02
7996;;1.14;1.89;-2.91;-0.04
7997;;1.14;1.85;-2.92;-0.05
7998;;1.15;1.81;-2.94;-0.07
7999;;1.15;1.77;-2.95;-0.09
8000;;1.15;1.72;-2.96;-0.11
8001;;1.15;1.74;-2.96;-0.10
8002;;1.15;1.76;-2.97;-0.10
8003;;1.15;1.77;-2.97;-0.09
8004;;1.16;1.79;-2.98;-0.09
8005;;1.16;1.81;-2.98;-0.08
8006;;1.16;1.82;-2.98;-0.08
8007;;1.16;1.84;-2.99;-0.07
8008;;1.16;1.86;-2.99;-0.07
8009;;1.17;1.87;-3.00;-0.06
8010;;1.17;1.89;-3.00;-0.06
8011;;1.17;1.91;-3.00;-0.05
8012;;1.17;1.92;-3.01;-0.05
8013;;1.17;1.94;-3.01;-0.04
8014;;1.17;1.96;-3.02;-0.04
8015;;1.18;1.97;-3.02;-0.03
8016;;1.18;1.99;-3.02;-0.03
8017;;1.18;2.00;-3.03;-0.03
8018;;1.18;2.02;-3.03;-0.02
8019;;1.18;2.04;-3.04;-0.02
8020;;1.19;2.05;-3.04;-0.01
8021;;1.19;2.07;-3.04;0.00
8022;;1.19;2.09;-3.05;0.00
8023;;1.19;2.10;-3.05;0.00
8024;;1.19;2.12;-3.06;0.01
8025;;1.20;2.14;-3.06;0.02
8026;;1.20;2.13;-3.06;0.01
8027;;1.20;2.13;-3.07;0.01
8028;;1.20;2.13;-3.07;0.01
8029;;1.20;2.13;-3.08;0.01
8030;;1.20;2.13;-3.08;0.01
8031;;1.21;2.12;-3.08;0.01
8032;;1.21;2.12;-3.09;0.00
8033;;1.21;2.12;-3.09;0.00
8034;;1.21;2.12;-3.10;0.00
8035;;1.21;2.11;-3.10;0.00
8036;;1.22;2.11;-3.10;0.00
8037;;1.22;2.11;-3.11;0.00
8038;;1.22;2.11;-3.11;0.00
8039;;1.22;2.10;-3.12;-0.01
8040;;1.22;2.10;-3.12;-0.01
8041;;1.22;2.10;-3.12;-0.01
8042;;1.23;2.10;-3.13;-0.01
8043;;1.23;2.10;-3.13;-0.01
8044;;1.23;2.09;-3.14;-0.02
8045;;1.23;2.09;-3.14;-0.02
8046;;1.23;2.09;-3.14;-0.02
8047;;1.24;2.09;-3.15;-0.02
8048;;1.24;2.08;-3.15;-0.02
8049;;1.24;2.08;-3.16;-0.02
8050;;1.24;2.08;-3.16;-0.02
8051;;1.24;2.08;-3.16;-0.02
8052;;1.24;2.08;-3.17;-0.03
8053;;1.25;2.08;-3.17;-0.02
8054;;1.25;2.08;-3.18;-0.03
8055;;1.25;2.08;-3.18;-0.03
8056;;1.25;2.08;-3.18;-0.03
8057;;1.25;2.08;-3.19;-0.03
8058;;1.26;2.08;-3.19;-0.03
8059;;1.26;2.09;-3.20;-0.03
8060;;1.26;2.09;-3.20;-0.03
8061;;1.26;2.09;-3.20;-0.03
8062;;1.26;2.09;-3.21;-0.03
8063;;1.26;2.09;-3.21;-0.03
8064;;1.27;2.09;-3.22;-0.03
8065;;1.27;2.09;-3.22;-0.03
8066;;1.27;2.09;-3.22;-0.03
8067;;1.27;2.09;-3.23;-0.03
8068;;1.27;2.09;-3.23;-0.03
8069;;1.28;2.09;-3.24;-0.03
8070;;1.28;2.09;-3.24;-0.03
8071;;1.28;2.09;-3.24;-0.03
8072;;1.28;2.09;-3.25;-0.04
8073;;1.28;2.09;-3.25;-0.04
8074;;1.28;2.09;-3.25;-0.04
8075;;1.29;2.10;-3.26;-0.03
8076;;1.29;2.10;-3.26;-0.03
8077;;1.29;2.10;-3.27;-0.04
8078;;1.29;2.10;-3.27;-0.04
8079;;1.29;2.10;-3.27;-0.04
8080;;1.30;2.11;-3.28;-0.03
8081;;1.30;2.11;-3.28;-0.03
8082;;1.30;2.11;-3.29;-0.04
8083;;1.30;2.11;-3.29;-0.04
8084;;1.30;2.11;-3.29;-0.04
8085;;1.30;2.12;-3.30;-0.04
8086;;1.31;2.12;-3.30;-0.03
8087;;1.31;2.12;-3.31;-0.04
8088;;1.31;2.12;-3.31;-0.04
8089;;1.31;2.12;-3.31;-0.04
8090;;1.31;2.13;-3.32;-0.04
8091;;1.32;2.13;-3.32;-0.03
8092;;1.32;2.13;-3.33;-0.04
8093;;1.32;2.13;-3.33;-0.04
8094;;1.32;2.13;-3.33;-0.04
8095;;1.32;2.14;-3.34;-0.04
8096;;1.32;2.14;-3.34;-0.04
8097;;1.33;2.14;-3.35;-0.04
8098;;1.33;2.14;-3.35;-0.04
8099;;1.33;2.14;-3.35;-0.04
8100;;1.33;2.15;-3.36;-0.04
8101;;1.33;2.13;-3.35;-0.04
8102;;1.34;2.11;-3.35;-0.04
8103;;1.34;2.09;-3.35;-0.05
8104;;1.34;2.07;-3.34;-0.05
8105;;1.34;2.05;-3.34;-0.06
8106;;1.34;2.03;-3.34;-0.07
8107;;1.34;2.01;-3.33;-0.07
8108;;1.34;1.99;-3.33;-0.08
8109;;1.34;1.97;-3.33;-0.08
8110;;1.34;1.95;-3.32;-0.09
8111;;1.34;1.93;-3.32;-0.09
8112;;1.34;1.91;-3.31;-0.10
8113;;1.34;1.89;-3.31;-0.10
8114;;1.34;1.87;-3.31;-0.11
8115;;1.34;1.85;-3.30;-0.11
8116;;1.34;1.83;-3.30;-0.12
8117;;1.34;1.81;-3.30;-0.13
8118;;1.34;1.79;-3.29;-0.13
8119;;1.34;1.77;-3.29;-0.14
8120;;1.34;1.75;-3.29;-0.14
8121;;1.34;1.73;-3.28;-0.15
8122;;1.34;1.71;-3.28;-0.15
8123;;1.34;1.69;-3.27;-0.16
8124;;1.34;1.67;-3.27;-0.16
8125;;1.34;1.65;-3.27;-0.17
8126;;1.34;1.60;-3.26;-0.18
8127;;1.34;1.55;-3.26;-0.20
8128;;1.34;1.50;-3.26;-0.22
8129;;1.34;1.45;-3.25;-0.23
8130;;1.34;1.41;-3.25;-0.24
8131;;1.34;1.36;-3.25;-0.26
8132;;1.34;1.31;-3.24;-0.27
8133;;1.34;1.26;-3.24;-0.29
8134;;1.34;1.21;-3.23;-0.30
8135;;1.34;1.17;-3.23;-0.32
8136;;1.34;1.12;-3.23;-0.33
8137;;1.34;1.07;-3.22;-0.35
8138;;1.34;1.02;-3.22;-0.36
8139;;1.34;0.97;-3.22;-0.38
8140;;1.34;0.92;-3.21;-0.39
8141;;1.34;0.88;-3.21;-0.41
8142;;1.34;0.83;-3.21;-0.42
8143;;1.34;0.78;-3.20;-0.44
8144;;1.34;0.73;-3.20;-0.45
8145;;1.34;0.68;-3.19;-0.47
8146;;1.34;0.63;-3.19;-0.48
8147;;1.34;0.59;-3.19;-0.50
8148;;1.34;0.54;-3.18;-0.51
8149;;1.34;0.49;-3.18;-0.53
8150;;1.34;0.44;-3.18;-0.54
8151;;1.34;0.47;-3.17;-0.53
8152;;1.34;0.50;-3.17;-0.52
8153;;1.34;0.53;-3.17;-0.51
8154;;1.34;0.55;-3.16;-0.50
8155;;1.34;0.58;-3.16;-0.49
8156;;1.34;0.61;-3.15;-0.48
8157;;1.34;0.64;-3.15;-0.47
8158;;1.34;0.67;-3.15;-0.46
8159;;1.34;0.70;-3.14;-0.44
8160;;1.34;0.72;-3.14;-0.44
8161;;1.34;0.75;-3.14;-0.43
8162;;1.34;0.78;-3.13;-0.41
8163;;1.34;0.81;-3.13;-0.40
8164;;1.34;0.84;-3.13;-0.39
8165;;1.34;0.87;-3.12;-0.38
8166;;1.34;0.89;-3.12;-0.37
8167;;1.34;0.92;-3.11;-0.36
8168;;1.34;0.95;-3.11;-0.35
8169;;1.34;0.98;-3.11;-0.34
8170;;1.34;1.01;-3.10;-0.33
8171;;1.34;1.04;-3.10;-0.32
8172;;1.34;1.06;-3.10;-0.31
8173;;1.34;1.09;-3.09;-0.30
8174;;1.34;1.12;-3.09;-0.29
8175;;1.34;1.15;-3.09;-0.28
8176;;1.34;1.15;-3.08;-0.27
8177;;1.34;1.14;-3.08;-0.28
8178;;1.34;1.14;-3.08;-0.28
8179;;1.34;1.13;-3.07;-0.28
8180;;1.34;1.13;-3.07;-0.28
8181;;1.34;1.13;-3.06;-0.27
8182;;1.34;1.12;-3.06;-0.28
8183;;1.34;1.12;-3.06;-0.28
8184;;1.34;1.12;-3.05;-0.27
8185;;1.34;1.11;-3.05;-0.28
8186;;1.34;1.11;-3.05;-0.28
8187;;1.34;1.10;-3.04;-0.28
8188;;1.34;1.10;-3.04;-0.28
8189;;1.34;1.10;-3.04;-0.28
8190;;1.34;1.09;-3.03;-0.28
8191;;1.34;1.09;-3.03;-0.28
8192;;1.34;1.08;-3.02;-0.28
8193;;1.34;1.08;-3.02;-0.28
8194;;1.34;1.08;-3.02;-0.28
8195;;1.34;1.07;-3.01;-0.28
8196;;1.34;1.07;-3.01;-0.28
8197;;1.34;1.07;-3.01;-0.28
8198;;1.34;1.06;-3.00;-0.28
8199;;1.34;1.06;-3.00;-0.28
8200;;1.34;1.05;-3.00;-0.28
8201;;1.34;1.07;-2.99;-0.27
8202;;1.34;1.08;-2.99;-0.27
8203;;1.34;1.09;-2.98;-0.26
8204;;1.34;1.11;-2.98;-0.25
8205;;1.34;1.12;-2.97;-0.25
8206;;1.34;1.13;-2.97;-0.24
8207;;1.34;1.15;-2.96;-0.23
8208;;1.34;1.16;-2.96;-0.23
8209;;1.34;1.17;-2.95;-0.22
8210;;1.34;1.19;-2.95;-0.22
8211;;1.34;1.20;-2.94;-0.21
8212;;1.34;1.21;-2.94;-0.21
8213;;1.34;1.23;-2.93;-0.20
8214;;1.34;1.24;-2.93;-0.19
8215;;1.34;1.25;-2.92;-0.19
8216;;1.34;1.27;-2.92;-0.18
8217;;1.34;1.28;-2.91;-0.17
8218;;1.34;1.29;-2.91;-0.17
8219;;1.34;1.31;-2.90;-0.16
8220;;1.34;1.32;-2.90;-0.16
8221;;1.34;1.33;-2.89;-0.15
8222;;1.34;1.35;-2.89;-0.14
8223;;1.34;1.36;-2.88;-0.14
8224;;1.34;1.37;-2.88;-0.13
8225;;1.34;1.38;-2.87;-0.13
8226;;1.34;1.40;-2.87;-0.12
8227;;1.34;1.41;-2.86;-0.11
8228;;1.34;1.42;-2.86;-0.11
8229;;1.34;1.44;-2.85;-0.10
8230;;1.34;1.45;-2.85;-0.10
8231;;1.34;1.46;-2.84;-0.09
8232;;1.34;1.48;-2.84;-0.08
8233;;1.34;1.49;-2.83;-0.08
8234;;1.34;1.50;-2.83;-0.07
8235;;1.34;1.51;-2.82;-0.07
8236;;1.34;1.53;-2.82;-0.06
8237;;1.34;1.54;-2.81;-0.05
8238;;1.34;1.55;-2.81;-0.05
8239;;1.34;1.57;-2.81;-0.04
8240;;1.34;1.58;-2.80;-0.04
8241;;1.34;1.59;-2.80;-0.03
8242;;1.34;1.61;-2.79;-0.02
8243;;1.34;1.62;-2.79;-0.02
8244;;1.34;1.63;-2.78;-0.01
8245;;1.34;1.64;-2.78;-0.01
8246;;1.34;1.66;-2.77;0.00
8247;;1.34;1.67;-2.77;0.00
8248;;1.34;1.68;-2.76;0.01
8249;;1.34;1.70;-2.76;0.02
8250;;1.34;1.71;-2.75;0.02
8251;;1.34;1.73;-2.75;0.03
8252;;1.34;1.75;-2.74;0.04
8253;;1.34;1.76;-2.74;0.04
8254;;1.34;1.78;-2.73;0.05
8255;;1.34;1.80;-2.73;0.06
8256;;1.34;1.82;-2.72;0.07
8257;;1.34;1.84;-2.72;0.08
8258;;1.34;1.86;-2.71;0.09
8259;;1.34;1.88;-2.71;0.09
8260;;1.34;1.89;-2.70;0.10
8261;;1.34;1.91;-2.70;0.11
8262;;1.34;1.93;-2.69;0.12
8263;;1.34;1.95;-2.69;0.12
8264;;1.34;1.97;-2.68;0.13
8265;;1.34;1.99;-2.68;0.14
8266;;1.34;2.00;-2.67;0.15
8267;;1.34;2.02;-2.67;0.15
8268;;1.34;2.04;-2.66;0.16
8269;;1.34;2.06;-2.66;0.17
8270;;1.34;2.08;-2.65;0.18
8271;;1.34;2.10;-2.65;0.19
8272;;1.34;2.11;-2.64;0.19
8273;;1.34;2.13;-2.64;0.20
8274;;1.34;2.15;-2.63;0.21
8275;;1.34;2.17;-2.63;0.22
8276;;1.34;2.18;-2.62;0.22
8277;;1.34;2.19;-2.62;0.23
8278;;1.34;2.20;-2.62;0.23
8279;;1.34;2.21;-2.61;0.24
8280;;1.34;2.22;-2.61;0.24
8281;;1.34;2.23;-2.60;0.25
8282;;1.34;2.24;-2.60;0.25
8283;;1.34;2.25;-2.59;0.26
8284;;1.34;2.25;-2.59;0.26
8285;;1.34;2.26;-2.58;0.26
8286;;1.34;2.27;-2.58;0.27
8287;;1.34;2.28;-2.57;0.27
8288;;1.34;2.29;-2.57;0.28
8289;;1.34;2.30;-2.56;0.28
8290;;1.34;2.31;-2.56;0.29
8291;;1.34;2.32;-2.55;0.29
8292;;1.34;2.33;-2.55;0.30
8293;;1.34;2.34;-2.54;0.30
8294;;1.34;2.35;-2.54;0.31
8295;;1.34;2.36;-2.53;0.31
8296;;1.34;2.37;-2.53;0.32
8297;;1.34;2.38;-2.52;0.32
8298;;1.34;2.39;-2.52;0.33
8299;;1.34;2.40;-2.51;0.33
8300;;1.34;2.41;-2.51;0.34
8301;;1.34;2.40;-2.50;0.34
8302;;1.34;2.39;-2.50;0.33
8303;;1.34;2.37;-2.49;0.33
8304;;1.34;2.36;-2.49;0.33
8305;;1.34;2.35;-2.48;0.33
8306;;1.34;2.34;-2.48;0.32
8307;;1.34;2.33;-2.47;0.32
8308;;1.34;2.32;-2.47;0.32
8309;;1.34;2.31;-2.46;0.32
8310;;1.34;2.30;-2.46;0.32
8311;;1.34;2.29;-2.45;0.32
8312;;1.34;2.28;-2.45;0.31
8313;;1.34;2.27;-2.44;0.31
8314;;1.34;2.26;-2.44;0.31
8315;;1.34;2.25;-2.43;0.31
8316;;1.34;2.24;-2.43;0.31
8317;;1.34;2.23;-2.42;0.31
8318;;1.34;2.22;-2.42;0.30
8319;;1.34;2.21;-2.41;0.30
8320;;1.34;2.20;-2.41;0.30
8321;;1.34;2.19;-2.40;0.30
8322;;1.34;2.18;-2.40;0.30
8323;;1.34;2.17;-2.39;0.30
8324;;1.34;2.16;-2.38;0.30
8325;;1.34;2.15;-2.38;0.29
8326;;1.34;2.16;-2.37;0.30
8327;;1.34;2.16;-2.37;0.30
8328;;1.34;2.17;-2.36;0.31
8329;;1.34;2.18;-2.36;0.31
8330;;1.34;2.19;-2.35;0.32
8331;;1.34;2.20;-2.35;0.32
8332;;1.34;2.20;-2.34;0.32
8333;;1.34;2.21;-2.34;0.33
8334;;1.34;2.22;-2.33;0.33
8335;;1.34;2.23;-2.33;0.34
8336;;1.34;2.24;-2.32;0.34
8337;;1.34;2.24;-2.32;0.34
8338;;1.34;2.25;-2.31;0.35
8339;;1.34;2.26;-2.31;0.35
8340;;1.34;2.27;-2.30;0.36
8341;;1.34;2.28;-2.30;0.36
8342;;1.34;2.28;-2.29;0.37
8343;;1.34;2.29;-2.29;0.37
8344;;1.34;2.30;-2.28;0.38
8345;;1.34;2.31;-2.28;0.38
8346;;1.34;2.32;-2.27;0.39
8347;;1.34;2.32;-2.27;0.39
8348;;1.34;2.33;-2.26;0.39
8349;;1.34;2.34;-2.26;0.40
8350;;1.34;2.35;-2.25;0.40
8351;;1.34;2.35;-2.25;0.40
8352;;1.34;2.36;-2.24;0.41
8353;;1.34;2.37;-2.24;0.41
8354;;1.34;2.37;-2.23;0.42
8355;;1.34;2.38;-2.23;0.42
8356;;1.34;2.38;-2.22;0.42
8357;;1.34;2.39;-2.22;0.43
8358;;1.34;2.39;-2.21;0.43
8359;;1.34;2.40;-2.21;0.43
8360;;1.34;2.41;-2.20;0.44
8361;;1.34;2.41;-2.20;0.44
8362;;1.34;2.42;-2.19;0.45
8363;;1.34;2.42;-2.19;0.45
8364;;1.34;2.43;-2.18;0.45
8365;;1.34;2.44;-2.17;0.46
8366;;1.34;2.44;-2.17;0.46
8367;;1.34;2.45;-2.16;0.47
8368;;1.34;2.45;-2.16;0.47
8369;;1.34;2.46;-2.15;0.47
8370;;1.34;2.46;-2.15;0.47
8371;;1.34;2.47;-2.14;0.48
8372;;1.34;2.48;-2.14;0.48
8373;;1.34;2.48;-2.13;0.49
8374;;1.34;2.49;-2.13;0.49
8375;;1.34;2.49;-2.12;0.49
8376;;1.34;2.50;-2.12;0.50
8377;;1.34;2.52;-2.11;0.51
8378;;1.34;2.53;-2.11;0.51
8379;;1.34;2.54;-2.10;0.52
8380;;1.34;2.55;-2.10;0.52
8381;;1.34;2.56;-2.09;0.53
8382;;1.34;2.57;-2.09;0.53
8383;;1.34;2.59;-2.08;0.54
8384;;1.34;2.60;-2.08;0.54
8385;;1.34;2.61;-2.07;0.55
8386;;1.34;2.62;-2.07;0.55
8387;;1.34;2.63;-2.06;0.56
8388;;1.34;2.64;-2.06;0.56
8389;;1.34;2.66;-2.05;0.57
8390;;1.34;2.67;-2.05;0.58
8391;;1.34;2.68;-2.04;0.58
8392;;1.34;2.69;-2.04;0.59
8393;;1.34;2.70;-2.03;0.59
8394;;1.33;2.71;-2.03;0.59
8395;;1.33;2.73;-2.02;0.60
8396;;1.33;2.74;-2.02;0.61
8397;;1.33;2.75;-2.01;0.61
8398;;1.33;2.76;-2.01;0.62
8399;;1.33;2.77;-2.00;0.62
8400;;1.32;2.78;-2.00;0.62
8401;;1.32;2.82;-2.00;0.64
8402;;1.32;2.85;-2.00;0.65
8403;;1.32;2.88;-2.00;0.66
8404;;1.32;2.92;-2.01;0.67
8405;;1.32;2.95;-2.01;0.68
8406;;1.31;2.98;-2.01;0.68
8407;;1.31;3.02;-2.02;0.69
8408;;1.31;3.05;-2.02;0.70
8409;;1.31;3.08;-2.02;0.71
8410;;1.31;3.12;-2.03;0.72
8411;;1.31;3.15;-2.03;0.73
8412;;1.30;3.18;-2.03;0.74
8413;;1.30;3.22;-2.04;0.75
8414;;1.30;3.25;-2.04;0.76
8415;;1.30;3.28;-2.04;0.77
8416;;1.30;3.32;-2.04;0.78
8417;;1.30;3.35;-2.05;0.79
8418;;1.29;3.38;-2.05;0.80
8419;;1.29;3.42;-2.05;0.81
8420;;1.29;3.45;-2.06;0.82
8421;;1.29;3.48;-2.06;0.83
8422;;1.29;3.52;-2.06;0.84
8423;;1.29;3.55;-2.07;0.85
8424;;1.28;3.58;-2.07;0.85
8425;;1.28;3.61;-2.07;0.86
8426;;1.28;3.59;-2.08;0.85
8427;;1.28;3.57;-2.08;0.85
8428;;1.28;3.55;-2.08;0.84
8429;;1.28;3.53;-2.08;0.83
8430;;1.27;3.51;-2.09;0.82
8431;;1.27;3.49;-2.09;0.81
8432;;1.27;3.46;-2.09;0.80
8433;;1.27;3.44;-2.10;0.79
8434;;1.27;3.42;-2.10;0.79
8435;;1.27;3.40;-2.10;0.78
8436;;1.26;3.38;-2.11;0.77
8437;;1.26;3.36;-2.11;0.76
8438;;1.26;3.34;-2.11;0.75
8439;;1.26;3.31;-2.12;0.74
8440;;1.26;3.29;-2.12;0.73
8441;;1.26;3.27;-2.12;0.73
8442;;1.25;3.25;-2.12;0.72
8443;;1.25;3.23;-2.13;0.71
8444;;1.25;3.21;-2.13;0.70
8445;;1.25;3.19;-2.13;0.69
8446;;1.25;3.16;-2.14;0.68
8447;;1.25;3.14;-2.14;0.67
8448;;1.24;3.12;-2.14;0.66
8449;;1.24;3.10;-2.15;0.65
8450;;1.24;3.08;-2.15;0.65
8451;;1.24;3.04;-2.15;0.63
8452;;1.24;3.01;-2.16;0.62
8453;;1.24;2.97;-2.16;0.61
8454;;1.23;2.94;-2.16;0.59
8455;;1.23;2.90;-2.16;0.58
8456;;1.23;2.86;-2.17;0.56
8457;;1.23;2.83;-2.17;0.55
8458;;1.23;2.79;-2.17;0.54
8459;;1.23;2.76;-2.18;0.53
8460;;1.22;2.72;-2.18;0.51
8461;;1.22;2.69;-2.18;0.50
8462;;1.22;2.65;-2.19;0.48
8463;;1.22;2.61;-2.19;0.47
8464;;1.22;2.58;-2.19;0.46
8465;;1.22;2.54;-2.20;0.44
8466;;1.21;2.51;-2.20;0.43
8467;;1.21;2.47;-2.20;0.42
8468;;1.21;2.43;-2.20;0.40
8469;;1.21;2.40;-2.21;0.39
8470;;1.21;2.36;-2.21;0.38
8471;;1.21;2.33;-2.21;0.37
8472;;1.20;2.29;-2.22;0.35
8473;;1.20;2.26;-2.22;0.34
8474;;1.20;2.22;-2.22;0.32
8475;;1.20;2.18;-2.23;0.31
8476;;1.20;2.18;-2.23;0.31
8477;;1.19;2.17;-2.23;0.30
8478;;1.19;2.16;-2.24;0.29
8479;;1.19;2.16;-2.24;0.29
8480;;1.19;2.15;-2.24;0.29
